pid,label,friend_tagg_count,comment_count,like_count,post_type,fid,created_time,message,share_count
1466345270273983_1772592309649276,1,18,469,595,video_inline,1466345270273983,2017-04-29T11:00:00+0000,"【愛速魂不容錯過! 答對就有機會抽中神祕小禮物!】

注意到了嗎?
Tissot T-Race MotoGP 2017限量版的錶帶是以輪胎壓紋製作而成!!!
戴上去立馬讓你有奔騰快感 吸睛度瞬間破表

現在好康的來了!
只要留言告訴大家手錶上的時間是幾點幾分
就有機會抽中神秘小禮物

留言範例:  我愛Tissot，幸運時刻xx:xx 
活動時間:~5/1 23:59前",158
101615286547831_1670933136282697,1,33,39,1838,square_image_share,101615286547831,2017-06-27T02:04:45+0000,"可以黏、可以貼、看到綿延的可愛圖案就心軟？
如果你也是紙膠帶失心瘋愛好者，那就快來跟好友一起分享超Q的麥當勞IG，抽超Q的麥當勞獨家紙膠帶！
#只送不賣 #台灣麥當勞限定 #超想要
搶拿麥當勞超Q紙膠帶>> https://www.instagram.com/mcdonaldstw/",38
224847831336_10155598698461337,0,0,0,0,animated_image_share,224847831336,2017-06-03T15:05:00+0000,"#GATSBY也是笑笑的
返老還童原來那麼….簡單

分享出處 ◎ 我要你的神回覆

#GatsbyTaiwan #GATSBY #FUN一下 #我也是笑笑的",0
182373771797518_1535600939808121,0,0,0,17,photo,182373771797518,2017-05-14T04:05:23+0000,"想好今天要帶媽咪去吃什麼好料了嗎😃❓
在這充滿感恩的日子，全家人陪媽咪到FRIDAYS吃吃飯聊聊天，共度溫馨的家庭時光，一定會是難忘的回憶❗️

TGI FRIDAYS㊗️全天下的母親，母親節快樂🌸

4/25~5/22 『HIGH FIVE媽咪樂享餐』限時推出
雙人四人組合任選👉🏼https://goo.gl/XJsM2R
☎️全台FRIDAYS訂位專線▶ http://www.tgifridays.com.tw/store.php",0
134004310003557_1478896035514371,1,3,161,482,photo,134004310003557,2017-04-10T02:00:00+0000,"【十五要拜拜，來全聯什麼都好Buy】

十五拜拜，供品就來全聯Buy～
來全聯，水果、餅乾、飲料
一次買足！

☀特價期間：即日起到4/11 ☀

👉樂事經濟盒
雞汁/海苔壽司/原味/岩鹽芥末/香蔥奶焗
160g/盒
特價49元
👉泰山黑八寶
沖繩黑糖
340gx3入/組
特價68元
👉紐西蘭加拉蘋果，約135g/粒
特價10元
👉老鷹紅豆麻糬，6入/240g
特價42元
👉祭拜金紙
一組/包
特價46元

數量有限，售完為止~！
大家走過路過看過滑過，千萬不要錯過喔~

#全聯 #初一十五 #拜拜好康 #用一卡通消費最划算",11
758362110876541_1394363493943063,1,0,7,14,photo,758362110876541,2017-04-19T04:04:19+0000,"【獅王肌潤保濕沐浴乳】試用包抽獎活動公佈！
恭喜以下10位幸運得主，請在4/24(週一)前將寄送資料私訊給小編唷！希望大家用了會喜歡～
劉霓霓 / 廖小妮 / 林宥豪 / 游淑慧 / Alix Wang / 林良政 / 黃紫惠 / 游淑娟 / 陳品毓 / 許書毓
沒抽中的粉絲們，在全台的全聯也買得到喔！
這個商品小編真心推薦！洗完之後皮膚清爽不乾澀！

#獅王肌潤 #保濕沐浴乳 #七天有感 #清爽不乾澀",1
183235385026651_1625270360823139,1,0,0,138,photo,183235385026651,2017-03-17T14:08:18+0000,"週五夜晚，心情就像這款鞋一樣很彩色~Oh yeah!

✔️VIP 新品8折再享現抵300
✔️Yahoo | https://goo.gl/fzVQj8
✔️全台專賣店資訊 | https://goo.gl/1E6mm4",2
121431141207349_1834153959935050,1,0,1,33,photo,121431141207349,2017-06-27T12:41:12+0000,"【😍米奇集點貼紙兌換券限時送😍】
相信有加頂好LINE好友的好鄰居們最近一定收到許多超便宜超划算限定優惠！✨✨✨✨

超好康的好友三重送只到 6/28 號，
悄悄的接近尾聲，你錯過了嗎！？

三重送有哪些好康呢？
🎁  第一重 加入即享 30 元現金購物金
🎁  第二重 滿 300 再送 30 元抵用卷
🎁  第三重 米奇集點貼紙兌換券 (6/26-6/28 限時領取)

限量20萬個名額，還不快加入！
💟  現在加入拿好康 https://line.me/R/ti/p/%40wellcome

👌好鄰居提醒您，
6/26 開始的『好友三重送－第三重米奇集點兌換券』，
6/26-6/28 領取兌換券，領取後請勿刪除，
6/29起就可以到頂好超市領取米奇集點貼紙五點啦！

☝️好鄰居小提醒：優惠券領取後，
「請勿」自行點選優惠卷上的「使用優惠卷」按鈕，
請在結帳時出示，讓親切的店員們為您點選喔！",5
135000737254_10154140362812255,1,0,0,0,multi_share,135000737254,2017-06-01T05:51:03+0000,"🎊官網年中慶 盛大登場🎊 

即日起至6/15，眾多商品限時特惠，除享滿千抵百，還有豐富贈品好禮，千萬不要錯過囉！ 
🎁 滿$1200 贈 $200商品現金卷
🎁 滿$1800 贈 BOB x HPG獨家限量馬克杯組

前往搶購👉https://goo.gl/GJBdnh
行動版購物👉https://goo.gl/A0xoSC

#官網免運送到家 #優惠詳見活動說明",0
359854104118589_1167930579977600,1,64,260,467,animated_image_share,359854104118589,2017-06-26T04:00:00+0000,"【再忙，也要來一口ion water💙】
面對工作，永遠保持初戀般的新鮮感
就像對ion water的熱愛，再忙也要喝一口
現在就截下上班族青年喝下ion water的瞬間
從工作中，找回快樂與動力吧💪

💼活動時間：2017年6月25日~2017年6月29日
💼活動辦法：
1.「讚」給粉絲團及本篇貼文一個讚
2.「留言」截下上班族青年喝下ion water的瞬間
3.「分享」大力分享本篇貼文
🎁活動獎品：ion water 4入/組 (3名)

　
🤣寶妹好康道相報🤣
現在只要購買ion water ，上網登錄序號，月月抽 GOGORO PLUS 🛵
活動只到六月底，趕快約朋友們一起搜刮ion water吧~
活動詳情💧 https://goo.gl/uEvpAb

#來一口 #ion_water #提高辦事效率
#我怎麼能沒有你 #全天候隨時飲用 #長效補水",261
171280426263499_1501633083228220,1,1,59,6683,animated_image_share,171280426263499,2017-05-24T01:00:00+0000,"【笑容搜集大挑戰 全體動員奔走中!!】 

一把傘 + 2個笑容 =掃地機器人+黑人旅行組
一把傘+ 很多笑容=掃地機器人+黑人旅行組 + 一年份 免費牙膏

小編雖然數學不好，但好像覺得這公式怪怪的，有這麼簡單嗎!?

沒錯!事情就是這麼簡單! 黑人牙膏讓你發現笑容的力量 
現在快糾親朋好友一起來逛家樂福買黑人牙膏，拿起微笑雨傘露出笑容拍照就有機會抽中大獎，動員最多人完成拍照的優勝者還能獲得一年份免費牙膏唷! 

 你還在等什麼~快來家樂福秀出你的燦爛笑容吧! 
===================================================================================================

★抽獎資格＆辦法： 1於2017/5/24-6/6在家樂福購買黑人牙膏任一組 2.在家樂福的黑人牙膏「笑容搜集大挑戰 指定拍照區」，兩個人（或以上）一起撐黑人微笑雨傘，露出最完美的笑容並拍照。 3.在本文底下留言區上傳此照片，並留言：【笑容蒐集大挑戰：___位，成功!!!】
★活動獎品： 1.時尚iRobot 掃地機器人，共1台。（市價＄18,880元） 2.隨時隨地完美笑容旅行組，共20組。 
★特別加碼：[ 全體動員獎 ]在指定區域內，成功完成「最多人一起撐黑人微笑傘合照者」，除獲得抽獎資格外，還可獲得一年份免費牙膏（註1）！ 註1：一年份牙膏內含超氟多效護理180g（2條）＋超氟抗敏護理140g（2條）＋專業護齦珐瑯質修護120g（2條） 
★開獎時間：2017/6/30, 中獎名單公布於黑人粉絲團 
★兌獎憑證：所有中獎人需提供小編[2017/5/24-6/6於家樂福購買黑人牙膏]發票明細照片，方能領獎。 

＊＊注意事項＊＊
(1) 請確認上傳之照片皆為上傳者本人拍攝，並同意本公司蒐集、處理、利用所提供的照片。
(2) 上傳照片參與活動即表示同意活動注意事項。
(3) 本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
(4) 每一帳號僅限一次抽獎機會。 

https://media.giphy.com/media/3oKIPeXpGuy3EXTUe4/giphy.gif",67
216988328448158_803484239798561,0,1,11,561,photo,216988328448158,2017-04-26T13:30:00+0000,"😎為世界頂級的豪華車車主提供近乎理想駕馭性的好輪胎😎
跟各位粉絲們說個好消息👇
普利司通「TURANZA T001」獲選成為MITSUBISHI 「GRAND LANCER」最高等級旗艦型車款指定用胎👏👏👏

T001三大特點
💯 卓越的乘坐舒適體驗
💯 兼具舒適性及運動性能的極致平衡
💯 搭配最小滾動阻力及低噪音等設計

#小編私心覺得想來一台阿 
#帥呆惹",20
263705449348_10155418365779349,1,2942,1920,2987,photo,263705449348,2017-04-11T13:00:11+0000,"小必來分享一則切比薩笑話～～
👨：必勝客提供切比薩的服務，能夠切成8片以及12片唷
👩：好難抉擇啊～想切12片又怕吃太多，該如何選擇好呢？

4/18 23:59前【留言＋公開分享】「（＠朋友）買比薩要切8片還是12片比較好？」若朋友於留言回覆下方回答就有機會獲得免費小比薩券唷～

美味「北海道櫻花黃金蝦」比薩盡在必勝客！>>
http://www.pizzahut.com.tw/promotions/?parent_id=1960&urlname=FB0411cut

（必勝客門市大比薩一律切十片唷～不多不少剛剛好👌🏻）",1603
451205008263145_1572541876129447,0,1,8,505,photo,451205008263145,2017-04-10T11:30:00+0000,"【讓車窗變觸控】Honda 智能車窗專利曝光！？

刺眼的陽光，讓您乘車時睜不開雙眼嗎?

Honda 申請獨家專利「未來透過手指於車窗上滑動，就能讓車窗變色，隔絕陽光！」

目前雖還未正式發表，Honda 將持續以技研精神，用技能來驅動世界的可能！

Honda Taiwan 與您分享 =)

#Honda #車窗 #智能 #ODYSSEY",19
135126653278490_678046402319843,1,6,12,1496,photo,135126653278490,2017-05-08T04:30:00+0000,"藍藍的天映襯著七彩花毯，是時候飛北海道啦！
明天上午 7 點至下午 2 點，眾多航點輸入促銷代碼「FLYNOWTW」，含稅票價優惠最高 7 折起！
花花的約定，今年一定要履行 🌷🌼 http://bit.ly/2qQHKM5",30
189155207824587_1506701496069945,1,29,27,97,share,189155207824587,2017-05-12T05:49:08+0000,"#鋒開箱

引領潮流 | 復古當道  😎
Pioneer【SE-MS5T】Hi-Res耳罩式耳機
由專業攝影部落客 OldFather&Shan 用快門記錄著生活
用鏡頭解析Hi-Res音樂，碰上復古時尚的精彩火花！

現在，P粉們只要分享貼文+按讚留言
就有機會獲得>>Pioneer 潮流小手扇！
現在就Tag你身邊喜愛復古風的好友們～
留言範例：「 @xxx 這支濃濃復古風的高音質耳機SE-MS5T，你絕不該錯過 ！」

-- 
｜獎項： Pioneer 潮流小手扇。2名。
｜開獎： 5/19(Fri.) 21:00

#PioneerLife #玩響潮流
#SE_MS5T #Hi_Res耳罩式耳機 #復古當道",24
196547797089754_1335546883189834,0,0,0,24,multi_share,196547797089754,2017-04-05T04:00:00+0000,"醃得鹹香入味的烤肉片，搭配上口感比美生菜更細緻的萵苣，真的是清爽開胃又減少了一些對身體的負擔！
不管有沒有中秋，這道一年四季都無敵美味啊！

#李錦記蜜汁烤肉醬
#奶油萵苣烤肉捲",2
287709864938481_409472929428840,0,0,0,67,animated_image_share,287709864938481,2017-04-21T10:30:00+0000,"【#米其林輪子電影院】

Back To The Future！
我們要去的地方不需要路~
搭上Dmc-12開到88英里
改變自己，一起向未來邁進
粉絲們是不是很想一口氣看完三部曲呢？

#我們已經回到未來 #週末就是電影時刻 
#電影裡的事不能亂學博士有練過",1
