friend_tagg_count,pid,comment_count,like_count,post_type,fid,created_time,message,share_count,label
0,189155207824587_1455715194501909,0,83,video_share_youtube,189155207824587,2017-03-29T10:30:00+0000,"榮耀典範 | 聯手再現
Pioneer DJ【 TORAIZ-AS1 】單發音類比合成器
現正販售中>>https://goo.gl/N93283

PioneerDJ x 教父Dave Smith二度攜手
話題新作，震撼問世 !
再次移植經典合成器Prophet-6
專為音樂製作及現場表演而生 
痛快演繹，靈活駕馭 !

為了讓玩家即刻體驗
Pioneer DJ更釋出21首豐富的Mix Sound
讓演出更豐富精彩，不忘即刻品酩 !
Demo音效搶先聽>> https://goo.gl/K5to0L

▶ Prophet-6 合成器中的聲音引擎
▶ 「可完全編程」495組預設音色/用戶自設和快速音色
▶強大的模擬音訊+直觀的功能控制 = 獨一無二的個性化音效
▶內建7個能輕鬆操控的效果音源，還有來自Prophet-6的數位失真效果。
▶在表演時透過觸控的鍵盤和Slider操縱混音
▶輕鬆連接到 PC/Mac 或外部 MIDI 設備

將澎派的混音熱情，注入全新可能性 !

#PioneerLife #PioneerDJLife #再創經典
#TORAIZ #AS1 #單發音類比合成器 #震撼問世",2,2
2816,263705449348_10155351687559349,1631,4515,video_inline,263705449348,2017-03-21T12:21:50+0000,"MY HOT Box個人餐獨享風味再進化，「必勝客黃金起司餃」金光乍現新上市！！
酥脆外皮搭配豐富內餡，香濃起司口口濃郁滿分
海鮮＆牛肉兩種口味等你來嚐鮮～～",1552,2
2,513876371989807_1475385852505516,11,458,share,513876371989807,2017-05-04T13:00:00+0000,"【網友熱推！UrCosme排行洗護雙冠王！】 
本季最生火！海倫仙度絲全新<致美洗護系列>，上市不到10天就空降UrCosme排行榜冠軍！
日本奢華摩洛哥堅果乳給你健康頭皮到潤澤秀髮的雙效極致呵護！
#頭皮秀髮的奢華SPA #摩洛哥堅果乳的滋養奇蹟 #日本1分鐘頭皮秀髮SPA術 #我的頭皮養護專家",11,2
0,183235385026651_1687398364610338,1,138,photo,183235385026651,2017-05-13T07:36:39+0000,"有著別緻的金色環是今年最火紅的包款之一！想造型優雅中有點型格，揹上它就對了！

✔️春夏新品 999up",2,2
0,277838997160_10154322788187161,0,230,photo,277838997160,2017-04-28T08:00:00+0000,"呆萌的蛋黃哥就在85ºC 😍 

清爽檸檬蛋糕🍋
濃郁法式蛋黃奶油霜🐣
還有一隻可以吃的巧克力蛋黃哥🍰

清新的口味簡直快要飛！上！天！🚀🚀🚀

5/17起 全台門店限量上市🤤
大家一起放空吧😋😋😋",9,2
0,428068243899019_1432320516807115,6,46,animated_image_share,428068243899019,2017-05-10T05:00:00+0000,"【立頓萃香奶綠新上市啦】

還在尋找清涼的夏日飲品嗎？
李清照都說了：「尋尋覓覓，清清涼涼，喝喝奶茶喝喝，乍熱還悶時候，只要22。」以高溫萃取優質綠茶，加入剛剛好的牛奶比例，讓茶香更有感！還不快來嚐鮮一下，22元給你滿滿的齒頰留香～！😬👏👏",6,2
0,1506514762998978_1773736299610155,0,34,video_inline,1506514762998978,2017-03-20T04:00:00+0000,"【一匙靈Attack抗菌EX除菌去漬液】全新上市
與洗衣劑一同搭配使用，也可直接塗抹於髒污處，
污漬不需事前刷洗，即能深層去除造成異味的污漬與細菌，
輕鬆解決妳的煩惱，並帶給全家人健康潔淨的舒適感受！

去漬新標準：不僅強力去漬，還能除菌除臭~
快來一起親身體驗！",3,2
0,156711121097246_1007649099336773,0,22,animated_image_share,156711121097246,2017-03-03T14:35:16+0000,"別讓壞口氣變成人際關係殺手!! 
KO壞口氣，就交給新上市 #高露潔全效口氣健康專家 
創新配方含 #口氣抑制科技，有效對抗壞口氣根源-厭氧菌 
立即中和異味，長效清新24小時* 
更多詳細產品資訊

周末就來賣場，現場體驗高露潔全效的產品魅力!",4,2
3,778841768809878_1688986051128774,23,935,share,778841768809878,2017-05-10T12:41:14+0000,"【ALL NEW VITARA 魅力新色 限量發售】

自上市即在全球閃電銷售25萬輛的ALL NEW VITARA，慶祝在台上市週年，特別從日本引進2款全新2 TONE車色！

米/黑：內斂高雅，強悍之中多了份優雅大器
橘/白：搶眼活力，更加展現視覺上的躍動感

邀您即刻入主 機會稍縱即逝
VITARA限量雙色橫跨3個等級，全台僅有300台配額，5月12日起開放受訂！歡迎至全台各經銷據點賞車！",36,2
9,401859190490_10154973854640491,51,90,album,401859190490,2017-03-31T06:00:00+0000,"【💓防禦隔離 無懼空汙💓】

都會女性日積月累的工作壓力，加上暴露於紫外線環境污染中，肌膚自我防禦力降低，新陳代續趨緩，讓肌膚易鬆弛老化😖

The Body Shop 全新推出新品抗空汙系列產品，幫助都會女性肌膚， 淨化更新，青春澎潤，防禦隔離 ，無懼空汙，呵護您的肌膚💕",15,2
0,1150749768293001_1507013435999964,0,8,multi_share_no_end_card,1150749768293001,2017-05-18T04:00:00+0000,"【家樂福 5/18搶先上市】
日本原裝進口的Bold香氛柔軟洗衣精
能長效💙持香💙柔軟💙除臭
添加柔軟精成份讓衣物柔軟蓬鬆，還能有效去除衣物上的汗味及異味！
讓您穿著時持續散發出清新香氣🌺🌼🌸

心動不如趕快行動吧🏃
#ARIEL #50倍抗菌 #日本原裝進口 #Bold香氛柔軟洗衣精",0,2
0,167943236729_10155180760841730,0,116,photo,167943236729,2017-04-11T02:47:19+0000,"Giorgio Armani 【2017春夏時裝秀聯名彩妝系列】限量上市
春夏最新限量彩妝，時尚焦點宛若天生

4/13(四) 新光三越信義新天地 A8首賣
4/24(一) 全台Giorgio Armani專櫃上市",6,2
0,259676855661_10154651361490662,0,96,photo,259676855661,2017-05-27T04:00:00+0000,"🍹初夏消暑計畫🍹
來MOS點一杯清涼一下吧~
新上市的紅柚/鳳梨檸檬蘆薈冰茶，
以及紅柚/鳳梨氣泡飲，
酸酸甜甜好滋味，",2,2
0,758362110876541_1384365458276200,0,17,photo,758362110876541,2017-04-10T02:29:18+0000,"❗被 日本藥妝失心瘋俱樂部 發現這個即將在台販售的夢幻新品！
這是之前與大家介紹過的Platius極上泡沫亮白牙膏的全新包裝喔，日本與迪士尼合作，將包裝改成超夢幻的公主系列💃
小編已經拿到實品了，外盒與牙膏本體都好美，尤其是牙膏本體是超有質感的金屬光澤，小編跟同事們每個人看到眼睛都發亮了💖
隨時所以訂獅王官方粉絲團，有第一消息小編會立刻告訴大家唷🔊

#迪士尼公主系列
#夢幻牙膏
#泡沫牙膏
#日本原裝進口",0,2
1,522623651112699_1518676018174119,3,86,photo,522623651112699,2017-05-19T07:00:24+0000,"【初夏の精釀首選】GRAND KIRIN精釀啤酒-飛機雲與我
獨特的柑橘果皮香氣，最適合搭配口味清爽的冷盤或帶點酸甜的料理。看似平凡卻絕不簡單的組合，為你揭開夏天的序幕。",4,2
3,312562738827552_1390312361052579,9,368,video_inline,312562738827552,2017-06-21T07:00:00+0000,"【CITIZEN 全新自由變裝潛水錶】

不在海裡的時候想拆掉橡皮錶帶的束縛嗎？
全新可拆換錶帶的 CITIZEN 光動能潛水錶
輕鬆更換錶帶，造型由你選擇
讓你在都市人海裡，也能自在的當城市冒險者！

限量上市｜光動能時尚潛水錶《 AW1531-89E 》：",15,2
0,122656381098232_1481424601888063,0,411,photo,122656381098232,2017-04-23T04:00:00+0000,"Reebok Print Run 系列
雙密度避震大底，給予全面性回饋動能
全黑編織鞋面更加輕量透氣，讓你暢跑城市，享受奔馳速度！

鞋款資訊",3,2
0,188151501215824_1582973678400259,2,98,share,188151501215824,2017-06-24T04:00:00+0000,"超人氣超級粉底！新色駕到！全16色讓妳選到絕配！
不管妳是白雪肌～還是新曬的古銅肌！持久美肌就靠它！
心動速體驗",0,2
0,350438191643697_1492292057458299,2,229,photo,350438191643697,2017-05-23T04:24:21+0000,"【LINE 貼圖小舖】新上架✨

<鬧一波大師有聲動態貼圖！>
全體動起來～還有超鬧聲音讓你刷留言一波！
👉http://line.me/S/sticker/8599

<白吉有話說2>
喵喵🐱白吉親自錄音！聲動表情萌倒你的親朋好友🐾
👉 http://line.me/S/sticker/8632

<白爛小賀-動的超級狂>
白爛小賀無極限～沒有最白爛，只有更白爛！
👉 http://line.me/S/sticker/8631

<慵懶可愛♪ 史努比（職場篇）>
超實用職場必備用語～史努比上班囉！
👉 http://line.me/S/sticker/8633

【LINE 主題小舖】新上架✨
<小熊維尼（微風篇）>",4,2
0,211290688970664_943281802438212,1,23,photo,211290688970664,2017-01-24T07:48:36+0000,"咚得隆咚鏘～咚得隆咚鏘。👏🎉🎉🎉🎉🎉
今年特別推出【青島啤酒節慶罐】要跟您迎新過好年喔。

即日起至全家、OK、萊爾富、家樂福、愛買、大潤發限量販售!
不管是過年聚餐還是年節送禮，都非常合適喔。",3,2
0,164709646910260_1350691254978754,13,1402,video_inline,164709646910260,2017-05-25T04:07:00+0000,"HTC U11 壓一下，單手掌握無限可能
側框感應　讓你在挑戰極限時，也能輕鬆的自拍！

立即預購",13,2
0,575320992530108_1427474800648052,0,30,photo,575320992530108,2017-05-10T11:45:39+0000,"TIMEX- 一款好的手錶, 可以讓看時間都變得很有品味, 天美時Fairfield三眼系列

型號:",6,2
3,224451981016415_1145870352207902,44,6961,album,224451981016415,2017-03-13T10:30:00+0000,"全新 Mercedes-Benz S 350 d 運動版，採用AMG Line 跑車化套件，霸氣的前保桿與雙排氣鍍鉻尾管，讓外型更顯性能氣勢，內裝搭配nappa真皮三幅跑車方向盤，成為質感與運動風格的完美融合。標配Intelligent Drive智慧駕駛輔助，讓你在優雅奢華與高性能並驅的駕馭樂趣中，品嘗成功。

了解更多: http://mb4.me/S350d",62,2
1317,128163407194193_1510194832324370,1049,4950,photo,128163407194193,2017-04-24T09:30:23+0000,"【 YEEZY BOOST 350 V2 Cream White上市預告 】

YEEZY BOOST 350 V2 Cream White 成人款 & 幼童款，即將正式在台上市。

成人款販售資訊：4月25日 <星期二> 將公告於此粉絲專頁
幼童款販售資訊：4月27日 <星期四> 將公告於此粉絲專頁",254,2
0,343229715569_10158575605245570,0,36,video_inline,343229715569,2017-05-12T14:00:00+0000,"😍稀疏禿睫救星！週年慶限定版必囤🤜🤛
超人氣熱銷的睫毛修護液👑
👉變裝成火紅可愛的Hello Kitty💃
持續使用2週✌下睫毛明顯變濃密
🈶了它再也不必擔心睫毛稀疏光禿囉～

《立即搶購》

 — Products shown: 睫毛修護液-Hello Kitty限定版2條組.",0,2
0,325487968316_10154513222103317,0,7,video_share_youtube,325487968316,2017-04-24T01:00:04+0000,一起來了解#AdobeStock更新後有哪些新功能~http://oak.ctx.ly/r/5lfl2,2,2
2,132853350120519_1517321695007004,2,70,video_inline,132853350120519,2017-05-23T13:00:00+0000,"FreshFoam Cruz 嶄新鞋後跟設計搭配新穎的鞋面材質，讓你踩著穩定步履，品味舒適簡約的運動時尚！

更多資訊與銷售據點
※實際商品以店面販售為準

#NewBalance #AlwaysInBeta #FreshFoamCruz",0,2
0,287696251331252_1074149946019208,0,20,photo,287696251331252,2017-03-15T05:50:09+0000,"全台最速！
『音炫軌道』系列最新作『GROOVE COASTER 3EX DREAM PARTY』
升級套件即將抵達台灣囉^O^
SEGA台灣直營店預定於明日3/16(四)傍晚前
正式與日本同步稼動！
喜愛音樂遊戲的玩家們, 歡迎來店搶先體驗最新作的魅力喔^O^
",3,2
0,333338480975_10154481818950976,0,355,share,333338480975,2017-05-08T09:32:00+0000,"◤【SNAPSHOT 新品介紹】：望遠變焦鏡頭◢
喜歡拍攝鳥類🦅、鐵路🚉、山巒🏔等遠距攝影的粉絲們，想要清晰拍出精彩畫面🖼，一定不能少了望遠變焦鏡頭囉！但是～ 有時候是否會希望「能不能讓畫面再靠近一些」呢？ Canon 全新望遠變焦鏡頭 EF 70-300mm f/4-5.6 IS II USM 可以讓你將影像盡收眼底👍！首次配備「鏡頭資料顯示 LCD 螢幕」，拍攝資訊一目了然，還有 Nano USM 超音波馬達技術，展現高速寧靜自動對焦。 　
★ 產品介紹
　",11,2
0,248954465174600_1456449391091762,0,0,video_inline,248954465174600,2017-06-01T03:00:00+0000,"【YARIS, VIOS 同步雙料升級新登場】
👑安全升級: BSM盲點偵測警示系統，偵測盲點區域來車，死角退散更安全！
👑影音升級: Drive+隨行駕駛系統，高解析觸控式螢幕，藍芽功能更便利！",0,2
0,131580750222123_1345501898829996,4,363,video_inline,131580750222123,2017-03-24T10:18:05+0000,"【Mio115玩色新絕配！新色上市】
Mio新色，這次走韓風路線！
男生騎粉紅會娘娘嗎？
鬼鬼：不會喔！很OK der~

#SYM #三陽機車 #motor #Mio115 #玩色新絕配 #新色登場 #時尚 #鬼鬼吳映潔",28,2
0,164709646910260_1280653078649239,14,1294,share,164709646910260,2017-03-18T12:09:17+0000,"過去你聽耳機，現在耳機能聽你！　

從HTC Boomsound 配備 杜比音效、到HTC 10 的全新BoomSound Hi-Fi 超聲動音響與專屬個性化音效設定等，聲音一直是我們的強項！

但　我們覺得還不夠！所以，我們推出 HTC USonic！",14,2
2,575320992530108_1386537844741748,9,189,photo,575320992530108,2017-03-29T10:34:54+0000,"TIMEX ─ Fairfield Chrono

記得之前搶先曝光的新款嗎，這次讓大家看其他配色與錶面的細節處理，是不是很美呢🎊🎊

到貨後購買資訊喔！",6,2
0,281990891907579_1115349601905033,2,101,share,281990891907579,2017-04-24T09:03:23+0000,"★富士馬上看：SQ10規格曝光

今天我們公布了SQ10的功能與規格，SQ10可以使用雙重曝光、支援B快門、以及可以使用SD卡儲存影像等等，都可以讓你的創意更「正」點。
",0,2
0,281990891907579_1080589352047725,0,149,photo,281990891907579,2017-03-22T08:31:19+0000,"★為什麼專業婚紗攝影師會選擇富士 GFX 50S？

自從公布 GFX 50S 中片幅相機以來，就收到許多專業攝影師與攝影愛好者的詢問。經營攝影工作室 Photography Studio 婚攝周周藝術美學影像 的攝影師周周，就在今天，率先完成所有的購買程序，拔得頭籌，成為第一位入手 GFX 50S 的攝影師。

攝影師周周的攝影資歷將近10年，過往用的是其他品牌的相機，如今卻增購 Fujifilm / 富士フイルム 的中片幅系統。對婚紗攝影工作者而言，每一幅作品，不只是創作，更是自己的履歷表。攝影師周周表示，在選擇攝影器材時，攝影畫質是他最重要的考量條件。因此，中片幅系統是他的首要選擇，而在比較過市面上各中片幅相機之後，他發現，不論是畫質或發色，Fujifilm GFX50S最符合他的需求，足以提升他的作品品質。

周周下個禮拜即將帶著 GFX50S 遠赴沖繩拍攝，在此祝他工作順利，也希望他能夠拍出完美作品。",7,2
6,254012657963290_1485657134798830,6,474,video_inline,254012657963290,2017-04-03T04:09:00+0000,"YSL全新女香【黑鴉片淡香精 謎情花版】

完美釋放女人靈魂中最深層的慾望，
專屬於YSL女人黑色華麗搖滾的前衛刺激，
無限性感的禁忌挑逗。

#yslbeauty #yslbeaute #黑鴉片淡香精 ",7,2
0,135000737254_10154056731132255,1,48,photo,135000737254,2017-05-01T03:00:00+0000,"運動新生活，才能維持最佳狀況！🚴

更多束口褲款",1,2
2,196088173768858_1502272523150410,3,83,animated_image_share,196088173768858,2017-05-26T05:00:00+0000,"✨【全台獨家販售100組】 花漾誘色水唇膏包色禮盒!!✨
看到VOGUE、Marie Claire、Beauty雜誌裡面美美的禮盒了嗎?
可不只有部落客可以擁有這麼精美的包色禮盒呢!!

💄現在 全台限量100組! 想要就要快點搶購!💄


現在就手刀購買 2
",3,2
163,188151501215824_1505138662850428,191,2041,video_direct_response,188151501215824,2017-04-11T04:00:13+0000,"NO.1底妝霸主挑戰再升級「只有婊姐可以超越婊姐」
經過“超逼人關卡”……姐的底妝，是否還能完美無瑕？
婊姐激推超級粉底＆氣墊粉餅 ♥


#底妝霸主 #完美底妝堅持到底 #丹妮婊姐底妝",139,2
0,522623651112699_1493363340705387,0,48,video_inline,522623651112699,2017-05-01T09:00:00+0000,"【冰結】の【華麗享受】
結束辛苦的一天
腦中不斷飄出許多工作後的小確幸
那就來一罐冰結吧!

華麗白葡萄帶來豐富的口感
喝的到純真水果的香氣
讓工作後的享受伴隨華麗的味道

#KIRIN #冰結
#華麗白葡萄
#工作後的華麗享受",1,2
0,143653685699398_1448305181900902,2,468,photo,143653685699398,2017-04-19T02:00:00+0000,"【MR.BROWN饗食】
美味早餐新星 ▶鮪魚玉米沙拉口袋餅◀

把新鮮蔬果與美味的鮪魚玉米沙拉
放進鬆軟又帶有淡淡的麵粉香氣口袋餅中
簡單又豐富帶給你一天滿滿的元氣！

#伯朗咖啡館 #coffee
#幸福早餐 #口袋餅
#一天的滿滿元氣",4,2
0,164709646910260_1281458361902044,23,1168,album,164709646910260,2017-03-17T04:01:00+0000,"【HTC U 設計概念故事 - 鎖不住的奇幻色彩】

靈感來自光、影、結合液態表面的三相奇幻層次美學。專注在全新玻璃材質上，設計師得以完整探索玻璃本身的獨特相性，創造出藝術品般的多重層次美感！

色彩與光的無盡對話
玻璃與金屬、相生的鬼斧神工",15,2
0,333109469102_10154579356294103,0,358,photo,333109469102,2017-05-15T10:17:09+0000,"【經典不敗風格 摩登彈性型格】
歷久不衰經典帆船鞋型 x 獨家彈性感應科技
精選牛皮，打造紳士質男品味
舒適鞋底，重塑夏日輕盈時尚

===夏日帆船鞋・嚴選熱賣中===

了解更多

5月31日前，凡購買短袖組合價商品，加購船鞋/Killington系列

*限實體門市適用，短袖T-shirt恕不適用
*實際活動以店櫃公告為主
*Timberland保留取消或修改活動的權利

#TimberlandTW #BoatShoes #Sensorflex",2,2
0,123897324016_10154997512594017,0,35,photo,123897324016,2017-05-16T08:00:09+0000,"除了CPU之外，Intel 推出的平台與解決方案也不斷地在革新。像是新的記憶體技術 Intel Optane、SSD、整合式連線 (Intel Omni-Path Fabric、Ethernet adapters)、硬體加速技術 (FPGAs,Intel® QAT)",1,2
2,196088173768858_1452439174800412,12,498,share,196088173768858,2017-04-07T03:16:11+0000,巴黎萊雅金緻護髮精油，打造最喜愛的玫瑰LOOK！,10,2
2,333109469102_10154531350149103,5,249,album,333109469102,2017-04-30T10:00:00+0000,"潮度，決定態度！
▌Timberland SLS系列 態度爆棚熱賣中▌
-

[ 指定販售店櫃 ]
信義A11-4F │ 昂路基港‧爾本‧台茂‧大江‧南平‧夢時代‧大樂‧崛江‧環屏店 │ 祥銓斗六店 │ 謙謙信義‧竹北店 │ 米蘭花蓮遠東‧花蓮中山‧公館店 │摩曼頓-大東店│祥銓-斗六‧員林店
#TimberlandTW
#SLS
#ClothesSpeakLouderThanWords",6,2
0,394413307347229_1208468019275083,9,121,photo,394413307347229,2017-04-01T04:53:53+0000,"#CZ頭條
南方航空率先推出業界首架碟式飛機！",13,2
0,172489456479180_373684323026358,3,2708,video_direct_response,172489456479180,2017-05-02T22:00:00+0000,"我的BOY•FRIEND讓我覺得美好
當斜紋軟呢與黑色精鋼結合
全新作品訊息請瀏覽

探索更多BOY.FRIEND 斜紋軟呢系列",47,2
1,461859377194835_1152676718113094,3,340,video_inline,461859377194835,2016-09-23T07:32:08+0000,"【日本熱売！每3秒売出一瓶】全新LUX無矽靈の精油洗髮，含天然植物萃取的紅石榴及蘭花精華，打造空氣彈力髮

現在馬上擁有→",5,2
35,171212682949216_1421412754595863,83,874,share,171212682949216,2017-04-20T10:00:00+0000,"【史上最強保濕逸品 】
1秒打造全天候肌膚所需保濕
深滲透力|肌底蓄水力|爆衝保濕力
水磁場超強新品-水磁場微分子保濕精華
",65,2
19,153845928748_10155217385683749,24,457,photo,153845928748,2017-04-23T03:00:42+0000,"Hello Kitty草莓冰銅燒7-11超商獨家販售！
純正蜂蜜調製的金黃餅皮，
2CM高的草莓冰淇淋搭配覆盆莓，口感酸甜濃郁，鐵粉們，還不趕快去買~~~~",11,2
1,56247409725_10155183447454726,3,136,album,56247409725,2017-03-19T08:11:02+0000,"迪士尼 TSUM 系列百看不厭！！！
 LED燈手機座，放在桌上就很療癒～
辦公暖心小物",4,2
16,126949930763408_699889376802791,18,3757,video_inline,126949930763408,2017-04-21T11:00:01+0000,"BMW始終以前導之姿，引領未來新科技。

BMW M4 GTS是目前市面量產車中，唯一搭載新世代水噴射系統的車款。透過高壓噴嘴以霧狀細噴的方式，將水噴入進氣岐管與燃燒室並蒸發，有效降低進氣溫度，節省油耗並提升動能。",345,2
0,267654926582726_1626664234015115,0,209,photo,267654926582726,2017-03-31T11:00:00+0000,"GEL QUANTUM 360 KNIT 針織透氣的鞋面，包覆性強且具超高緩衝，自在慢跑整座城市。
櫃點查詢",3,2
0,401859190490_10155176497870491,0,0,album,401859190490,2017-06-03T13:00:00+0000,"夏日94要清爽！拒絕身體黏膩膩🛀
#果香沐浴膠 不含皂鹼不傷肌膚，成份中富含蜂蜜，在潔淨肌膚的同時補充肌膚流失的水份，解決夏日肌膚黏膩的無所適從！


立即取得果香浴成就",0,2
0,123897324016_10155044899639017,0,0,photo,123897324016,2017-06-02T03:16:03+0000,"第7代 Intel 處理器讓你身歷其境、擁有沉浸式的VR體驗！ 

#Intel #7thGen #ASUS #ROG",0,2
0,144966305545387_1442483992460272,0,96,photo,144966305545387,2017-04-24T02:00:00+0000,"軍綠色表面是今年的大流行，配上#SISTEM51 IRONY #51號星球 自動機械錶 設計，生火到不行 😎😱👽👾🤖

最流行＋CP最高規格，不敗對不起自己：",4,2
0,277838997160_10154341145957161,5,204,photo,277838997160,2017-05-07T01:00:00+0000,"👉🏻端午節極上冰粽全面上市👈🏻
今天，不解釋，搶購吧👛

早買早享受，不買很難過

🔆三種口味透心涼，解放你的盛暑🔆
🔻想吃的底加啦🔻
☑️紅豆鮮奶冰粽
☑️花生鮮奶冰粽
☑️芋頭鮮奶冰粽

#管太寬住海編
#已購入
#送禮自用兩相宜
",14,2
0,243814185643053_1564094500281675,0,29,photo,243814185643053,2017-06-14T04:10:00+0000,"整塊香烤雞排加上加熱起司，淋上SUBWAY特選醬料
最適合炎熱夏天的好滋味94香烤雞肉堡

#搭配套餐吃更美味 #最愛黑巧克力餅乾 #SubwayTaiwan",0,2
0,123897224298665_1383892568299118,4,30,photo,123897224298665,2017-02-25T08:52:59+0000,"【 紅色風暴來襲！不可忽視的豔紅髮泥 】
冷色正夯，但在這股熱潮中，有一個不能忽視的存在，紅色髮讓膚色顯白，一舉一動散發自信成熟美，我行我素，尤其是紅漸層到金如同紅金絲帶，又像野火的髮色，讓人深深陶醉～ 趕快再來一瓶艷紅髮泥再說！",0,2
10,147420985293458_1240131866022359,13,104,album,147420985293458,2017-03-25T02:47:25+0000,"【淘◕喜歡】鐘意旅行嘅香港人，除咗鐘意😎「打卡」之外，仲有📸影相tim~ 呢個復古「世界地圖 家具掛飾」就可以一次過滿足你兩個願望！
🌎 產品鏈接
#世界地圖掛飾 #淘寶 #淘開心",16,2
6,360450250740751_1291300010989099,41,382,video_inline,360450250740751,2017-05-12T04:25:00+0000,"【 小米路由器 3 】
✔️  4天線高效能，覆蓋更廣、訊號更強
✔️  1167Ｍ傳輸速率，802.11ac雙頻併發，更流暢的上網體驗
✔️  128MB超大Flash，一般路由器的8倍，不僅支援多部裝置連接上網，也保護裝置更穩定的運行 

#小米路由器3 的關鍵數字，更快更強，不止四天線！",8,2
0,254012657963290_10212830798475364,0,149,video_inline,254012657963290,2017-06-27T10:57:20+0000,"YSL LOOK ｜ SMOKY LOOK
自然濃密美睫 X 深邃立體眼影
釋放性感搶眼的叛逆雙眸。

▲叛逆時尚睫毛膏防水版
▲叛逆時尚雙效眼影筆

",3,2
0,142816435924517_628526090686880,0,7,photo,142816435924517,2017-06-22T10:00:12+0000,"【星展社企伸展台】
星展銀行扶持的🌎「以立國際服務」
號召自願者到貧困國家擔任志工
💓用實際行動去幫助當地弱勢居民
不只改變自己，更改變別人的人生
認識這份跨越國際的愛心吧〜以立國際服務",0,1
0,121431141207349_1784947461522367,0,29,photo,121431141207349,2017-05-29T03:00:00+0000,"【＃好鄰居作公益 － 頂好公益月 守護慢飛天使】

頂好自2007年起，成為伊甸守護商店，
透過頂好門市推廣「條碼零錢捐」，
隨手作公益，幫助慢飛天使健康長大。
 
即日起到頂好超市消費，
悠遊卡消費滿300元，頂好與悠遊卡捐10元；
消費指定商品(頂好牌竹炭水、鹼性離子水)，頂好捐10元；
加入UUPON會員，點鑽將再捐5元，作為支持伊甸基金會弱勢兒童服務計畫，

為 400 位慢飛天使募集經費，幫助更多慢飛天使邁向希望未來。",1,1
0,401859190490_10155148208660491,0,145,photo,401859190490,2017-05-27T02:00:00+0000,"【小兵立大功♻環保回收不落人後】
空瓶回收活動開跑囉，現在拿著品牌空瓶即可現抵消費金額！
讓妳在消費的同時，也能為愛護地球出一份心力🤘🤘",16,1
0,1492820824263801_1853224404890106,1,18,photo,1492820824263801,2017-04-28T12:00:00+0000,"【💡Tide汰漬 低泡沫配方更環保】
如果家裡用的是滾筒洗衣精，
挑選洗衣精時會特別注意，
避免泡沫太多難以清洗。

其實汰漬洗衣精皆為低泡沫配方，
無論滾筒式、掀蓋式洗衣精，
效果用起來都一級棒！

而且呀，低泡沫省水更環保～
粉絲們盡管安心使用哦！😊",0,1
1,168423776607421_1282727118510409,3,88,album,168423776607421,2017-05-12T10:26:01+0000,"【IBM DiscoverE 工程師週 前進中山女高🏫】
今天IBM DiscoverE 工程師週的台北首站來到了中山女高
除了分享今天活動的精彩照片外，
小編也訪問到熱情的IBMer與公益平台的蔡慈懿執行長
快來看看他們分享了什麼吧😀😀😀

公益平台文化基金會蔡慈懿執行長說：「學生們反應不錯，都有認真的想要完成這個Project，對於發揮創意動手做的東西很感興趣，IBM志工們的整體團隊士氣很高 ，整體活動的開場設計也很棒！」

IBM Teresa Lin ：「這是我參加第六年的Eweek，每年的活動都很讓人驚艷，今天各組的同學們也都很認真積極地參與，是很有意義的活動，好想帶回家給自己的小朋友們玩。」",2,1
2,277838997160_10154221131437161,2,198,photo,277838997160,2017-03-28T02:00:00+0000,"【環保愛地球 3/15起購買環保杯即送咖啡】
兩款不同造型 輕巧有型
流線型的外表讓您化身小清新的牛奶瓶
攜帶方便拿取飲用的316不鏽鋼環保杯",9,1
0,134004310003557_1467364666667508,8,389,photo,134004310003557,2017-04-02T10:00:00+0000,"【全聯邀請您發揮一「幣」之力，一起關顧台灣囝仔！】
用愛戰勝癌
只要一「幣」之力
 
元皓，在年僅6歲、還未進入小學就學時，
罹患了「惡性骨肉瘤」，經歷了12次化學治療，右腿截肢。
 
失去一隻腳的元皓，把「樂觀向上」變成了生活動詞，
加入游泳隊學游泳、賣力復健鍛鍊，
毅力滿點的他，抗癌有成、游出新未來，
在全國身心障礙運動會奪得金牌，
克服各種不容易、努力學業，
現在是青春正好的大一生，也曾獲頒總統教育獎。
如此熱愛生命的他，讓獨自拉拔他長大的媽媽，放心又欣慰。
 
元皓的歷程是基金會孩子的縮影，
在台灣的各個角落，對抗病痛、度過治療難耐時光，拚搏生長、努力茁壯。
 
小編邀請大家來全聯時隨手捐，
一起響應兒童癌症基金會
「用愛戰勝癌」援助計畫！
陪伴弱勢家庭度過難關，讓孩子平安長大！
 
#全聯
#為愛即時行動
#一幣之力
#兒童癌症基金會 
#用愛戰勝癌
#做愛心大家一起來",23,1
0,333222276851431_761637504009904,0,0,new_album,333222276851431,2017-05-23T08:58:52+0000,"呼朋引伴大聲喊📢大台中海線的車迷朋友們看過來！👆
KIA沙鹿新車展示暨服務中心開幕囉！🚗🚗🚗
頂港有名聲，下港足出名，海線專屬的KIA標準規格服務中心抵沙鹿啦！
位在台灣大道七、三民路和中山路口，緊鄰沙鹿交流道，交通位置超便捷，在地服務超貼心，C/P質超高的KIA在此為大家服務！
開幕資訊",0,1
