friend_tagg_count,pid,comment_count,like_count,post_type,fid,created_time,message,share_count
0,110532347014_10154278284222015,0,109,video_inline,110532347014,2017-04-14T04:11:17+0000,"春天戀愛彩妝大直擊！🌸
女人我最大－窩們美妝特派員葉羿君👠正在信義區百貨，幫大家搜尋最好康的母親節特惠，體驗春天浪漫時尚妝容喔💄，讓妳隨時戀愛ing！💕 立即觀看👇👇

＃花椿全效氣墊粉餅
＃搖搖水粉蜜
＃資生堂時尚色繪最夯底妝
＃資生堂國際櫃",0
0,333338480975_10154367463025976,1,377,photo,333338480975,2017-04-03T04:30:00+0000,"◤三十有禮，感謝有你◢
✨電子光學系統( EOS )誕生三十週年✨ Canon  推出回饋獻禮給各位粉絲！👏
《促銷詳情》👉👉 https://goo.gl/3SjalP

🎊 攝影最佳利器⚔  EOS 80D
掌握了攝影的技巧後，是不是開始想要新的突破呢？🤔想挑戰難度更高的攝影，那你就要進階的機型陪你哦！💪 EOS 80D 支援高精度 45 點全十字型對焦系統，搭載「雙像素 CMOS 自動對焦」技術和最高約7張/秒的連拍性能，讓被攝體的捕捉更加穩健，讓你拍出更多美好的畫面！📸 

🎊 專業輕巧的走拍人生📸  EOS M5
一台專業輕巧的好相機📷，不論是在生活中隨走隨拍，還是記錄旅程都可以讓你擁有專業畫質又沒負擔哦！😀全新旗艦 EOS M5 迷你單眼相機搭載高速雙像素 CMOS 自動對焦、內建電子觀景器，Wi-Fi/NFC 無線傳輸及藍牙遙控拍攝功能等，讓你的拍攝作品隨拍隨炫耀哦！👍

三十有禮  感謝有你 
#CanonTaiwan #EOS #EOS80D  #EOSM5 #三十有禮 #感謝有你 #電子光學系統 #單眼相機",5
0,335042116506683_1552667151410834,9,255,animated_image_share,335042116506683,2017-04-21T10:30:00+0000,"【#SuperELANTRA 】

哪款 ELANTRA 適合你?

ELANTRA 汽油1.6 ➨同級最大動力搭配同級最安全搭配
ELANTRA 汽油2.0 ➨最大馬力152P，動力配備更升級
ELANTRA 柴油1.6 ➨動力十足，優異1級油耗

Super ELANTRA 全車系，為出眾的你而生

#SuperStyle
#SuperSafety
#極簡美學極致細節",26
0,1486286001666256_1667150310246490,0,81,album,1486286001666256,2017-03-26T16:16:48+0000,"[浪琴表巴塞爾表展現場直擊]

浪琴表巴賽爾表展展出多款新作，浪琴表復刻系列林白時間角度 90 週年限量錶款、浪琴表復刻系列 1945 腕錶，以優雅詮釋浪琴表輝煌製表工藝。請持續鎖定浪琴表官方粉絲頁，小編將帶給大家更多最新消息。

#Longines
#BaselWorld2017
#EleganceisanAttitude",1
0,124566150889508_1546491822030260,0,0,photo,124566150889508,2017-06-03T16:01:00+0000,"📣AirAsia BIG SALE會員24小時優惠搶先開跑📣
想要比大家更早搶到便宜早鳥機票嗎? 立即加入會員享有優先預訂!
👉 AirAsia BIG 會員: https://goo.gl/AkLgzO
👉 AirAsia BIG 點數兌換: https://goo.gl/RM4Blv
👉 AirAsiaGO 機加酒優先搶訂: https://goo.gl/eU7cD6
出發日期: 2018年1月15日至8月28日止
2018 出國不用癡癡等 現在訂票就可以準備行李出發去!",0
5,245293232158826_1482949541726516,2448,1075,video_inline,245293232158826,2017-05-18T11:59:30+0000,"鏘鏘鏘鏘~~各位客官走過路過千萬不要錯過~
LG G6 X楊丞琳 不容小看大挑戰 現場直播ING!!
快來看最可愛的丞琳完成不可能的任務
不但可以跟丞琳互動，最後還會抽出神秘好禮唷!

*5/22(一)公布得獎名單
了解更多: http://www.lg.com/tw/smart-phones/lg-G6",299
0,207526379402387_796931690461850,0,15,animated_image_share,207526379402387,2017-04-05T01:30:00+0000,"《收假嚼醒一下！》

剛結束4天連假，
身體回到工作崗位了，那精神呢？
快點來兩粒Airwaves嚼醒一下，
打起精神，跟假期say掰掰吧！",0
1,115361891807579_1457859710891117,1,49,photo,115361891807579,2017-03-15T02:00:01+0000,"【豪華四喜披薩中獎名單】
你猜對了哦！所以就是你中獎了啦！
恭喜【詹秀金】【Garce Wu】
小編會私訊你哦！",0
0,119474188105563_1556997231019911,20,1440,photo,119474188105563,2017-03-26T09:00:00+0000,"乘著日夜天光而飛，您的下一站靠岸是哪呢？

#微笑心服務",12
0,283161705067_10158401229390068,0,138,video_inline,283161705067,2017-03-19T02:18:43+0000,2017Ironman70.3 Taiwan終點線，Tim在10點已經進終點拿下來業第五，接下來，歡迎Radka進場摘下第二，來賓掌聲鼓勵鼓勵,7
0,172489456479180_359052334489557,2,849,video_inline,172489456479180,2017-04-03T15:15:03+0000,"品牌大使克莉絲汀．史都華(Kristen Stewart)演繹、導演Daniel Askill執導，
香奈兒GABRIELLE de CHANEL包全新形象廣告預告片4月3日登場！",13
35,171212682949216_1421412754595863,83,874,share,171212682949216,2017-04-20T10:00:00+0000,"【史上最強保濕逸品 】
1秒打造全天候肌膚所需保濕
深滲透力|肌底蓄水力|爆衝保濕力
水磁場超強新品-水磁場微分子保濕精華
<手刀免費兌換> https://goo.gl/NO3uLo

看時尚部落客真心推薦
一名空姐的流水帳日記: https://goo.gl/DJmFka
曾玄玄: https://goo.gl/4kUDNq
Tomo:https://goo.gl/3sPv5d
林佩瑤:https://goo.gl/PAKG2P

現在就免費兌換
https://goo.gl/NO3uLo",65
0,245293232158826_1497111673643636,0,0,animated_image_share,245293232158826,2017-06-02T12:02:34+0000,"雙手都滿了的時候，重要訊息/通知來了怎麼辦?
甩動手腕就能透過LG Watch Style 輕鬆查看手機訊息/通知，
還能利用智慧回覆和手寫辨識功能快速傳送訊息，再也不需要慌亂地翻找手機，
可替換式的義大利皮革錶帶，讓你輕鬆完美搭配！
智慧與美麗兩種技能  一錶擁有！(甩髮)
 
搶先擁有請點我➡️ http://24h.pchome.com.tw/store/DYAI5Q
 
 
#LGWatchStyle
#時尚的行動小秘書
#手腕每一個move都閃耀動人",0
0,1444147462524873_1881993132073635,0,24,photo,1444147462524873,2017-05-13T05:00:00+0000,"【#Expedia部落格-十大日本東京神社寺廟推薦🇯🇵】
✨去東京，神社寺廟絕對是必排行程👉>>https://goo.gl/oGGkca

東京寺廟這麼多，每間卻都大不同👀
快來看看小編精選的必逛神社✨
感受一下東京日式的歷史文化氣息吧☺️

#旅遊不只是玩樂更是自我提升的過程
#小編已經長到很肥了
#我是說肚子很肥
#用Expedia聰明玩世界 #旅遊的起點",1
1,575320992530108_1412597598802439,1,34,photo,575320992530108,2017-04-24T11:55:00+0000,"TIMEX- 有點讓人憂鬱的星期一, 用藍色條紋帆布錶帶的Fairfield Chronograph來做詮釋最貼切了, 春夏最新款全省販售中",8
19,153845928748_10155217385683749,24,457,photo,153845928748,2017-04-23T03:00:42+0000,"Hello Kitty草莓冰銅燒7-11超商獨家販售！
純正蜂蜜調製的金黃餅皮，
2CM高的草莓冰淇淋搭配覆盆莓，口感酸甜濃郁，鐵粉們，還不趕快去買~~~~
買完、吃完趕緊來跟小編分享✨😊
🍓4/25前嚐鮮價$55",11
2,312562738827552_1302143196536163,4,708,photo,312562738827552,2017-04-07T08:00:00+0000,"「禮儀成就不凡的人。」

以卓越光動能GPS衛星F900機芯贏得內在，
40個時區切換及超級鈦材質，為腕錶更添風采，
鱷魚皮錶帶與半金錶框，
CITIZEN 讓高質感成為你的代名詞。

限量上市《CC9016-01E》： https://goo.gl/umyOYe",23
847,163584773850525_647980828744248,602,1574,photo,163584773850525,2017-05-27T04:00:00+0000,"【Bosch@NOW】吃粽就要“醬”子搭

端午節粽飄香，粽子沾醬自己調，把蔬果加到醬汁裡，
減輕熱量負擔，醬吃清爽好健康～
<番茄甜辣醬>
食材：牛番茄3顆、去籽辣椒適量(依各人吃辣程度)、蜂蜜(冰糖)適量、鹽少許、檸檬汁1顆
做法：
1. 把牛番茄、去籽辣椒用無線調理棒打成泥狀
2. 打成泥狀的蔬果汁加進蜂蜜或冰糖、鹽一起滾煮
3. 轉小火煮到濃稠後起鍋,放涼再加入檸檬汁拌勻即大功告成囉

🎁現在tag朋友+留言「#Bosch無線隨行調理棒 輕鬆搞定滿分醬料，醬子吃粽好健康！」就有機會獲得Bosch端午好禮喔～

活動獎項：Bosch 端午好禮(10名)
活動日期：即日起至6/7
得獎公佈：2017/6/18

Bosch 無線隨行調理棒>>goo.gl/4YTGC8

#Bosch #無線隨行調理棒 #端午節 #肉粽 #自製醬料 #健康",407
0,893971203963485_1644221995605065,0,21,photo,893971203963485,2017-05-27T12:00:00+0000,"【＃跟著安教練動一動】你今天踮腳了嗎？跟著安教練一起加強平衡感💪

看過本週二貼文的粉絲都知道，長時間維持同一個姿勢，容易引發身體痠痛、駝背，並增加跌倒的風險，這一摔，除了傷筋骨，甚至可能影響日後行動🤕

連假跟著安教練做「踮腳運動」，每天邊看電視邊做10分鐘，不僅可增加肌力與關節柔軟，還可以維持身體的平衡感與協調，預防跌倒👏

Step1:吸氣，兩腳與肩同寬站穩
Step2:吐氣，慢慢踮腳，在最高處維持1秒
Step3:吸氣，腳慢慢回到地面

㊙一開始做可先用椅子輔助，站在椅子後方，雙手平放椅背，再進行上述步驟

＃踮腳運動 ＃預防跌倒",1
0,110532347014_10154197319862015,0,122,video_inline,110532347014,2017-03-14T04:00:00+0000,"尋找專屬自己的美力
讓白色情人節閃閃發亮

美力　無所不在
擁有持續挑戰的勇氣
不被挫折擊倒的韌性
追求目標　永不放棄

資生堂紅妍肌活露
加強肌膚防禦力
致力創造自我獨特之美

立即尋找美力：
https://goo.gl/yVteo4

＃資生堂國際櫃
＃FindYourStrength
＃資生堂紅妍肌活露
＃我美我定義",14
3,199415843446987_1354358037952756,6,616,album,199415843446987,2017-04-14T09:00:00+0000,"大家好久不見，我是台北基地空服員的Bella。
春天來臨，櫻花綻放吸引眾多賞花人群，除了櫻花之外，還有其他花卉也值得一看哦。去年4月我從東京搭車約一個半小時，特地到足利公園欣賞氣勢磅礡的紫藤花。

位在栃木縣的足利花卉公園前身叫“早川農園”，在1997年因為都市開發移到現址並改名為足利花卉公園。公園裡最有名的就是樹齡已經超過100年的大藤，當時日本第一位女樹醫塚本小姐把樹齡130歲的大藤移植到公園裡是前所未有的成功例子。每年四到五月中旬會舉辦為期一個月的“紫藤物語～大藤祭”，這段時間若您剛好在日本旅遊，千萬千萬不要錯過來場紫藤花巡禮！

足利花卉公園：http://www.ashikaga.co.jp/",14
3,442235892477072_1393550087345643,215,212,note,442235892477072,2017-01-13T08:33:30+0000,【留言抽沙宣 X G-Dragon限量獨家海報】活動辦法,12
1,304834096975_10154269923351976,15,2038,photo,304834096975,2017-03-24T05:35:13+0000,Motion Eye ，全球首款內建記憶體的感光元件，首度運用在手機上。讓Xperia XZs跟Xperia XZ premium實現960fps超級慢動作錄影以及全新預拍功能， 再創手機相機科技新標杆。,30
0,224847831336_10155432843101337,0,38,animated_image_share,224847831336,2017-05-28T15:05:00+0000,"#GATSBY也是笑笑的
你也曾經這樣過嗎？？
我也豪想哭R~

分享GIF出處 ◎網路

#GatsbyTaiwan #GATSBY #FUN一下 #我也是笑笑的 #學生妹",5
1,56247409725_10155183447454726,3,136,album,56247409725,2017-03-19T08:11:02+0000,"迪士尼 TSUM 系列百看不厭！！！
 LED燈手機座，放在桌上就很療癒～
辦公暖心小物＞＞https://is.gd/QaGrjZ",4
39,1429572523961347_1873387312913197,35,100,photo,1429572523961347,2017-06-27T06:32:42+0000,"【6/27~7/2 S-26客戶回娘家，7-11購物金$100免費拿】
1. 首次加入媽咪俱樂部 📲LINE官方帳號搜尋：惠氏媽咪俱樂部，手機用戶請點：http://r.ad-hub.net/TKiCG
2. LINE訊息回覆通關密語：S26
3. 點選「會員首次設定」圖片連結，註冊成為惠氏媽咪俱樂部會員，並完成上傳S-26配方產品開罐照+寶寶手冊照片
4. 主辦單位將審核S-26配方產品開罐照+寶寶手冊照片，會員資格審核通過，即可享有7-11購物金100元囉！
(7-11 購物金兌換序號將於7/7透過LINE發送給審核通過的會員)

※注意事項：
1. 本活動僅限首次加入「惠氏媽咪俱樂部」LINE官方帳號，寶寶在三歲以下的媽咪。
2. 註冊會員俱樂部，即同意接受會員辦法與注意事項之規範。
3. 每位符合資料的會員，僅能註冊1個帳號，並保證所有填寫或提出之資料均為真實且正確，且未冒用或盜用任何第三人之資料。如有不實之情事，將被取消會員資格。
4. 主辦單位將審核S-26奶粉開罐照，會員審核通過方享有7-ELEVEN購物金序號
5. 主辦單位將發放7-ELEVEN (統一超商)100元購物金等值之使用金額，且保留兌換7-ELEVEN (統一超商)商品之權利。
6. 7-ELEVEN (統一超商) 100元購物金的兌換方式：(可任選一種方式兌換)
(1) 下載ibon行動生活站 APP→好康紅利→i禮贈→輸入12碼序號→閱讀兌換須知→至門市櫃檯出示條碼兌換。
(2) 請至門市ibon選擇好康/紅利→好康活動→i禮贈序號補券→閱讀兌換須知→輸入12碼序號→列印紙本小白單券後，持券至門市櫃檯兌換。
7. 主辦單位保有對本活動規則、獎項、抽獎時間及得獎公佈的修改權利，修改後不再另行通知。如有未盡事宜，主辦單位保有調整及最終解釋權之權利。",25
1,445727812160253_1461649710568053,29,5564,photo,445727812160253,2017-05-01T03:00:00+0000,"你喜歡自由，享受無拘無束的生活，不喜歡受規則羈絆，出門只想輕裝上街，
Visa payWave讓購物就像魔術，輕輕一揮商品即刻帶走
現在就帶上Visa，為生活節奏去除瑣碎的停留
http://vi.sa/VIC_TW",25
0,1664672000429433_1964991067064190,0,170,album,1664672000429433,2017-05-14T06:00:00+0000,"不同的咖啡豆用不同的調理方式，
就能變換出完全不一樣的咖啡風情。
濃郁咖啡口感？清爽乾淨質地？

Yeah!一起發掘咖啡的沖泡樂趣

#沖泡咖啡豆的樂趣 
#咖啡星聞STARNEWS 
#喝咖啡的十種樂趣

觀看線上版咖啡星聞: http://www.starbucks.com.tw/about/newsrelease/starbucks_news.jspx",4
1,427298164109099_711717499000496,12,264,video_inline,427298164109099,2017-03-21T03:23:28+0000,"火柴人也想喝Coke?!
神影片不看後悔! 快留言告訴大家，奇蹟怎麼發生的?

#可口可樂 #快畫自己實驗一下",17
0,224451981016415_1170694879725449,2,427,album,224451981016415,2017-04-09T11:27:39+0000,"【F1賽事報導】
狂賀！Mercedes-AMG Petronas 車手 Lewis Hamilton 以 6.25秒大幅領先眾家車手，拿下了第二站上海站的冠軍！

本年度車隊以W08 EQ Power+命名，所搭載的是Mercedes-Benz所研發的第4代油電混合動力系統 ，以彰顯即將推出的插電式油電混合動力系統EQ Power的強悍動力。

下一場賽事將在 4/16 23:00於巴林展開，歡迎大家一起幫 Mercedes-AMG Petronas 車隊加油！",6
0,131346323572353_1586725298034441,0,23,multi_share,131346323572353,2017-04-01T12:30:19+0000,"【 Pigeon貝親Q & A】常見的粉絲提問
Q:請問貝親的奶瓶可以使用洗碗機清潔嗎？
A:由洗碗機的運作原理可知，在一些器皿裡面的死角是洗不到的。洗碗機不是萬能的，有些不適合的材質，極有可能洗一次就毀損了。塑膠奶瓶太輕，洗碗機水柱沖力太強，會把奶瓶沖得東倒西歪，奶嘴及其它配件也都有移位的可能，且奶瓶為較高的圓柱型也無法確認水柱是否可以將奶瓶內側清洗乾淨， 所以貝親建議，奶瓶、奶嘴及配件並不適合使用洗碗機清洗。

http://www.pigeonbaby.com.tw/product_qa_detail.asp?faq=132",2
1,893971203963485_1599347313425867,6,57,photo,893971203963485,2017-04-06T12:00:00+0000,"【#日安安怡】#安怡陪你守護朋友的行動力 得獎公告囉🎊

粉絲們熱情的為朋友加油打氣，讓怡小編好感動！今後也要成為彼此的支柱，一起用滿滿的行動力，實現夢想唷❤

恭喜以下五名得獎粉絲，獲得安怡高鈣奶粉一罐（750g）。請獲獎的粉絲在4/13前私訊提供朋友的收件資訊，小編就會幫你把滿滿的行動力送到朋友手上唷！

👉真實姓名
👉聯絡電話
👉郵遞區號與寄送地址

注意，逾期視同放棄得獎資格（不再重抽遞補）喔！

#得獎公告",3
0,265151445181_10158629239320182,0,78,album,265151445181,2017-05-08T12:07:00+0000,"《家庭首選~最悠閒的旅行方式》 
移動的海上樂園：公主遊輪🚢
不怕無聊，超誘人的船上設施
星空電影院、豪華賭場、精品店、酒吧...等
如同一座海上移動城堡！

玩累了就躺在池畔椅上發呆聽浪花
原來享受人生可以這麼簡單！

公主遊輪，優雅起航
► https://goo.gl/ZAIXVO

#易遊網 #公主遊輪 #移動樂園",3
2,333109469102_10154451370859103,3,102,animated_image_share,333109469102,2017-03-31T15:31:04+0000,"因為一場無心插柳的置入，促成了與全聯福利中心 的這場經典派對，全聯小編這麼好客我們當然也要全力支援！

強力徵求50歲以上的爸媽爺奶，除了有機會站上經典派對的伸展台重現他們常掛在嘴邊想當年的風華，還能獲得Timberland經典款一雙！

還不點進來連結找全聯小編來報名！

#爸媽爺奶一起帥一下
#小編聯誼會",0
1,123897324016_10154863128934017,20,11279,photo,123897324016,2017-04-03T03:00:00+0000,"兩倍色彩，兩倍精彩！搭載 Intel Core i7 處理器 的Acer V Nitro，內含的 Acer ColorBlast 技術可實現一般筆電兩倍以上的色彩廣度，驚艷的畫面細節讓你就像是身歷其境！

現在指定通路購買 Intel Core i5/i7 H系列效能筆電，就送5款正版遊戲，價值約5,000元！詳情請見以下網站：http://intel.com.tw/promo

#IntelGaming #Corei7 #AcerVNitro",38
0,1466462953631531_1919120361699119,0,36,photo,1466462953631531,2017-06-18T06:00:00+0000,"┇東航 ☁ Sunday tips┇

想旅遊的心總是在悸動嗎？
那就跟著優惠走吧🏃
悠閒的週日早晨快來注入滿滿的優惠

今天絕不容錯過的大優惠
台北小燕子只能說 搶!到!賺!到!
👉東航週日會員日，95折+多5kg行李額➡https://goo.gl/prJxhD
#旅行其實很簡單 #一張超值機票就GO",2
3,414197668616801_1273100056059887,52,1882,video_direct_response,414197668616801,2017-04-04T16:00:00+0000,"【皮膚科專家推崇>全效維他命B3保養！屈臣氏限時優惠】 
緊緻度↑ 保濕度↑ 明亮度↑
1瓶7效修護，忙碌上班族、媽媽首選！超值Olay多元修護緊緻禮盒*，屈臣氏熱賣中>> https://goo.gl/f1ndLu (優惠僅到4/26，數量有限，售完為止)

*多元修護緊緻禮盒 (送價值$275護膚霜)，內含多元修護日霜50g + 新生高效緊緻護膚霜14g。
#女人我最大美妝大賞 #最佳抗老乳霜賞 #7效抗老 #多元修護日霜 #緊緻抗皺彈性 #新生高效緊緻護膚霜 #SuperCream #超值嚴選 #期間限定 #媲美專櫃 #維他命B3 #OlayTW",69
0,343229715569_10158547748125570,0,32,share,343229715569,2017-05-06T03:00:00+0000,"🌹下禮拜就是母親節了
🚗大家想要陪媽媽去哪裡走走呢？
全台各地都有舉辦母親節慶祝活動🎉
🆓賞桐花、登101觀景台、逛博物館…
想省荷包就來看看有哪些地方好玩的🔍
📝趕快做筆記好好規劃一下吧！

轉載自蘋果日報",1
0,419185174791925_1340169196026847,0,11,video_inline,419185174791925,2017-03-23T02:11:15+0000,"#JVC X #WHYDOLL X #札幌ラーメン共和国  #第七彈

大家去日本會不會像小編一樣，
三餐有一餐會是拉麵。
在日本不同地方會有不同風味的拉麵，
你們心中最喜愛的口味是哪種?
今天JVC跟WHY@DOLL要帶粉絲來札幌的拉麵共和國，
裡面有代表北海道各地風味的拉麵，
一次讓你吃完北海道所有口味~

JVC 臺灣 YOUTUBE:https://youtu.be/4y_hYvB36TQ",0
0,175899202429751_885843764768621,1,173,photo,175899202429751,2015-01-02T05:00:00+0000,"【唐寧茶語】
新的一年將揭開新的一幕，唐寧在此為您獻上一首序曲，為您新的開始暖暖身~

材料
● 唐寧英倫早餐茶 2茶包
● 豆蔻 2顆
● 龍眼乾 4g
● 薑 2片
● 牛乳 200ml
 
作法
1.將唐寧早餐茶包與綜合香料一起泡六分鐘。
2.將泡好茶湯加入牛乳倒到熱茶杯中。",9
16,126949930763408_699889376802791,18,3757,video_inline,126949930763408,2017-04-21T11:00:01+0000,"BMW始終以前導之姿，引領未來新科技。

BMW M4 GTS是目前市面量產車中，唯一搭載新世代水噴射系統的車款。透過高壓噴嘴以霧狀細噴的方式，將水噴入進氣岐管與燃燒室並蒸發，有效降低進氣溫度，節省油耗並提升動能。",345
0,267654926582726_1626664234015115,0,209,photo,267654926582726,2017-03-31T11:00:00+0000,"GEL QUANTUM 360 KNIT 針織透氣的鞋面，包覆性強且具超高緩衝，自在慢跑整座城市。
櫃點查詢 →https://goo.gl/YSkBru       
#ASICS #GEL_QUANTUM360KNIT",3
0,586458848112855_1280549162037150,8,1021,video_inline,586458848112855,2017-02-23T02:49:09+0000,"捷星航空呈獻: 一位母親 -- Shelley Baudoux 的故事
照顧不一樣的孩子需要有多少的耐心與愛呢? 我們又能給予多少的關懷和接納呢? 願我們都多走一步, 令孩子和母親都快樂吧!
#孩子快樂我就快樂 #盡力多走一步 #關懷無價
訂票網址: http://www.jetstar.com/tw/zh/deals",17
0,401859190490_10155176497870491,0,0,album,401859190490,2017-06-03T13:00:00+0000,"夏日94要清爽！拒絕身體黏膩膩🛀
#果香沐浴膠 不含皂鹼不傷肌膚，成份中富含蜂蜜，在潔淨肌膚的同時補充肌膚流失的水份，解決夏日肌膚黏膩的無所適從！
📣優惠再加碼！現在憑品牌空瓶至門市消費，即可立即折抵單筆消費哦！
📣優惠第三重！還可至 https://goo.gl/Nu8yHd 領取毛孔緊緻秘方 #竹炭面膜 一併到門市兌換🤘

立即取得果香浴成就👉https://goo.gl/Elio0S",0
0,338609223165_10155229999148166,2,430,photo,338609223165,2017-04-19T10:27:53+0000,"｜輕鬆擁有北歐清新空氣｜VOLVO 空氣濾芯
 
VOLVO 正廠空氣濾芯，能淨化外界進入車室的空氣，在微粒過濾測試中，濾芯效率比一般市售產品高出 40 倍，即使是最微小的 PM0.1 微粒也能有效濾除。VOLVO 的活性碳濾芯，還可吸收各種異味及有害物質，讓您與家人都能擁有健康清新的乘車環境。
 
即日起至 2017 / 4 / 30 止，至全台服務中心同時購買空氣濾芯及風箱清洗，即享 85 折優惠。
 
更多優惠資訊，歡迎造訪：https://goo.gl/pQ2cgp",6
4,135126653278490_637983426326141,11,296,animated_image_share,135126653278490,2017-03-18T04:00:00+0000,"5000 萬搭乘人次完美達成 ✋ HIGH 5！
是你～是你～我們愛的就是你！甜蜜蜜的歡慶促銷，獻給各位酷迷 🎉
從台北／高雄出發至 24 個航點，含稅票價只要 TWD 1,799 起！輸入促銷代碼「SOARING」，經濟艙 FLYBAG、FLYBAGEAT 再享九折優惠唷！馬上標記 5 位超酷旅伴一同出發 ✈️ http://bit.ly/2m9q8fJ
＊促銷時間至今晚 23 時 59 分止。",6
0,296096437124051_1371888562878161,1,39,photo,296096437124051,2017-04-14T05:00:00+0000,"<美國運通「會員禮遇賞」行動APP>  獨享優惠券─彼得羅夫好禮四重送！

「PETER THOMAS ROTH 彼得羅夫」 1993年於美國創立，品牌精神強調「突破性的配方、令人驚豔的效果」，選用高純度及高濃度成分，並運用高科技技術優化各個天然和科技成分的含量和配比，以達到令人震撼的功效。推出多款高效面膜，享有面膜權威之稱 ! 

即日起至2017/6/30，憑「會員禮遇賞」App 優惠券並使用台灣美國運通發行之美國運通卡於天母SOGO彼得羅夫專櫃即享四重好禮：
●免費兌換玫瑰面膜體驗禮乙份：含9重玫瑰凝萃，敷上即刻揮別暗沉乾燥，改善疲倦蠟黃，綻放美肌光采 。
●玫瑰舒潤活化系列Hello Kitty限定版-精選優惠組再享95折：彼得羅夫攜手萌系教主Hello Kitty，精選9重玫瑰凝萃煥發粉嫩好氣色! 
●單筆消費滿$5,000，加贈五星極潤身體保養組。
●單品享9折優惠
立即下載享不定期優惠！優惠詳情及細則請參 >> http://bit.ly/2iC6oiU",0
17,135126653278490_653604284764055,19,385,video_inline,135126653278490,2017-04-15T04:00:00+0000,"❗❗去泰國旅遊一定要注意～一不小心就會和這位女孩遇到一樣的麻煩事....😏
看完摸摸肚皮，搭酷鳥航直飛曼谷去啦～✈✈ http://bit.ly/scoottw_book",0
3,289990318975_10155932947928976,5,1159,photo,289990318975,2017-04-04T04:00:00+0000,"每個人心中都住著一個小孩

保時捷 祝您 兒童節快樂 !
Happy Children’s Day !

#Porsche #HappyChidrensDay",16
1,454026368109299_762306507281282,3,40,video_inline,454026368109299,2017-06-21T13:00:43+0000,"恭喜TAG Heuer泰格豪雅品牌大使Patrick Dempsey率領Dempsey車隊，通過毅力、耐力與實力的挑戰，完成超越極限的法國利曼24小時耐力賽！十足展現了Don’t Crack Under Pressure的品牌精神。

#DontCrackUnderPressure #TAGHeuer",0
12,143322382408914_1471649399576199,26,1382,video_inline,143322382408914,2017-05-06T03:29:06+0000,"馬拉松跑進二小時，太瘋狂了吧？
是的。這也是我們正在挑戰它的原因。 #BREAKING2",0
282,134101319981451_1510919112299658,266,13867,photo,134101319981451,2017-06-22T08:48:04+0000,"【🍦「Joy Of Summer」第四回：GODIVA 軟雪糕 / 霜淇淋優惠隆重登場！】
【""Joy Of Summer"" Chapter 4: Introduce the GODIVA Signature Soft Serve! 🍧】

今個夏季，我們繼續為巧克力迷獻上皇牌口味：黑巧克力、香草白巧克力及雙重巧克力軟雪糕 / 霜淇淋，將兩款最經典的甜蜜味道精巧細意地揉合，創造出夏日雙重享受。

巧克力軟雪糕 / 霜淇淋配上一抹濃郁巧克力醬，盛載於沾有巧克力的酥脆窩夫筒 / 華夫筒裡……你絕對可以選擇獨享這份滋味，但如果能跟摯愛好友分享，快樂指數將以倍數增長！

🍨【想與摯愛好友分享這份透心冰涼的夏日滋味嗎？】
立即參加「Joy of Summer」對對卡遊戲，挑戰成功的朋友將可獲贈軟雪糕 / 霜淇淋第二杯半價優惠券，為你的一份夏日熱情，帶動雙倍冰涼快感！每期優惠有限，送完即止，快來挑戰吧！

參加「Joy of Summer」對對卡遊戲：
https://goo.gl/Yt6Dn7

更多有關GODIVA夏日系列：
https://goo.gl/BOMr4H

This summer, we continue to spoil chocolate aficionados with our signature Dark Chocolate, Vanilla White Chocolate and Chocolate Twist Soft Serve, combining two of the most wonderful flavours to create a double-taste summer infusion.

The assortment of Soft Serve ice cream is accompanied with a swirl of chocolate sauce, together with a crispy waffle cone dusted with crunchy chocolate -- a sinful pleasure you surely want to call your own but wait a minute, wouldn't it be nicer to share it with your loved one and double the happiness? 

🍨【Fancy a double cool moment with your friend?】
Be part of our ""Joy of Summer"" game and win a GODIVA coupon for 50% off upon purchase of your second Soft Serve to take the cool sensation up a level. Coupons are offered in limited quantities while stock lasts. Join us now before the cool treats are gone. 

Join ""Joy of Summer"" Game: 
https://goo.gl/Yt6Dn7

Learn more about GODIVA Summer Collection:
https://goo.gl/D1ECYM",349
0,123897324016_10155044899639017,0,0,photo,123897324016,2017-06-02T03:16:03+0000,"第7代 Intel 處理器讓你身歷其境、擁有沉浸式的VR體驗！ 

#Intel #7thGen #ASUS #ROG",0
722,124203007630468_1424935477557208,1128,1411,photo,124203007630468,2017-03-13T04:00:00+0000,"【JUKE，最耀眼的英倫騎士】

特立獨型、盡情釋放，一上路就是無與倫比的存在。
JUKE，最耀眼的英倫騎士，讓人一眼就愛上！

快來對JUKE進行告白，告訴SUNNY哪個情景下的JUKE最帥氣，例如：SUNNY覺得拿鑰匙啾啾兩聲最帥氣。留言就有機會抽中「7-11 禮券200元+神秘好禮」(共3名)。得獎名單將於3/21(二)公佈。

🇬🇧英國原裝進口JUKE跨界跑旅89.9萬起，享50萬零利率，加贈5次免費定保，詳情請見： https://goo.gl/8ZaGKk 

#NISSAN #英國原裝進口
#最耀眼的英倫騎士",753
0,131580750222123_1384866878226831,0,8,album,131580750222123,2017-04-30T03:09:45+0000,"SYM CRUiSYM 試乘會熱烈進行中~
有興趣的歡迎前來五股通運駕訓班喔（新北市五股區工商路138號）",6
